tweet,label,tokens,filtered_tokens
me kaa s mo see mo y suame de no oo,neutral,"['me', 'kaa', 's', 'mo', 'see', 'mo', 'y', 'suame', 'de', 'no', 'oo']","['kaa', 'see', 'suame', 'oo']"
bra aboter wai,neutral,"['bra', 'aboter', 'wai']","['bra', 'aboter', 'wai']"
nkwaseasm ara kwaakwa,negative,"['nkwaseasm', 'ara', 'kwaakwa']","['nkwaseasm', 'ara', 'kwaakwa']"
ma yndwen,negative,"['ma', 'yndwen']",['yndwen']
saa akoa no,negative,"['saa', 'akoa', 'no']","['saa', 'akoa']"
kwasia baako nso ni,negative,"['kwasia', 'baako', 'nso', 'ni']","['kwasia', 'baako']"
wo be br saa,negative,"['wo', 'be', 'br', 'saa']","['br', 'saa']"
ohhhh obama nkrofuo no a ye no ymes afe mmiensa ne,positive,"['ohhhh', 'obama', 'nkrofuo', 'no', 'a', 'ye', 'no', 'ymes', 'afe', 'mmiensa', 'ne']","['ohhhh', 'obama', 'nkrofuo', 'ye', 'ymes', 'afe', 'mmiensa']"
nkrant bu a yb bi poma mu,positive,"['nkrant', 'bu', 'a', 'yb', 'bi', 'poma', 'mu']","['nkrant', 'bu', 'yb', 'poma']"
yrep kwasea akye noo no ny me fie na ybkyee no,positive,"['yrep', 'kwasea', 'akye', 'noo', 'no', 'ny', 'me', 'fie', 'na', 'ybkyee', 'no']","['yrep', 'kwasea', 'akye', 'noo', 'ny', 'fie', 'ybkyee']"
yde hho nso na kyekyere kuro,neutral,"['yde', 'hho', 'nso', 'na', 'kyekyere', 'kuro']","['yde', 'hho', 'kyekyere', 'kuro']"
wmm dawuro mma makyidinii a t so apim,positive,"['wmm', 'dawuro', 'mma', 'makyidinii', 'a', 't', 'so', 'apim']","['wmm', 'dawuro', 'mma', 'makyidinii', 'apim']"
akok biara nni h a ne mma nni nkyi,positive,"['akok', 'biara', 'nni', 'h', 'a', 'ne', 'mma', 'nni', 'nkyi']","['akok', 'biara', 'nni', 'h', 'mma', 'nni', 'nkyi']"
panin ano sene suman,positive,"['panin', 'ano', 'sene', 'suman']","['panin', 'ano', 'sene', 'suman']"
wo team foon kankan nso wo sre a watwe wano s tweapea si madrid asm so runaway barca fan to lipool,negative,"['wo', 'team', 'foon', 'kankan', 'nso', 'wo', 'sre', 'a', 'watwe', 'wano', 's', 'tweapea', 'si', 'madrid', 'asm', 'so', 'runaway', 'barca', 'fan', 'to', 'lipool']","['team', 'foon', 'kankan', 'sre', 'watwe', 'wano', 'tweapea', 'si', 'madrid', 'asm', 'runaway', 'barca', 'fan', 'lipool']"
ade a w wo no y den a bba wo h,positive,"['ade', 'a', 'w', 'wo', 'no', 'y', 'den', 'a', 'bba', 'wo', 'h']","['ade', 'w', 'den', 'bba', 'h']"
w me ne w yn ns,positive,"['w', 'me', 'ne', 'w', 'yn', 'ns']","['w', 'w', 'yn', 'ns']"
wabc berma din,neutral,"['wabc', 'berma', 'din']","['wabc', 'berma', 'din']"
no nso w mu abusua fie k yie ma ebinom,neutral,"['no', 'nso', 'w', 'mu', 'abusua', 'fie', 'k', 'yie', 'ma', 'ebinom']","['w', 'abusua', 'fie', 'k', 'yie', 'ebinom']"
oh saa,neutral,"['oh', 'saa']","['oh', 'saa']"
wo sika sua a wasm sua,positive,"['wo', 'sika', 'sua', 'a', 'wasm', 'sua']","['sika', 'sua', 'wasm', 'sua']"
boy wei wagyimi anaa,negative,"['boy', 'wei', 'wagyimi', 'anaa']","['boy', 'wei', 'wagyimi', 'anaa']"
saa,neutral,['saa'],['saa']
akdaa pa na nya ade,positive,"['akdaa', 'pa', 'na', 'nya', 'ade']","['akdaa', 'pa', 'nya', 'ade']"
yma wo afe hyia pa o,positive,"['yma', 'wo', 'afe', 'hyia', 'pa', 'o']","['yma', 'afe', 'hyia', 'pa']"
mate wae medi wakyi di makyi bi wai,positive,"['mate', 'wae', 'medi', 'wakyi', 'di', 'makyi', 'bi', 'wai']","['mate', 'wae', 'medi', 'wakyi', 'makyi', 'wai']"
woy biribi na any yie a womfa nka asm,neutral,"['woy', 'biribi', 'na', 'any', 'yie', 'a', 'womfa', 'nka', 'asm']","['woy', 'biribi', 'yie', 'womfa', 'nka', 'asm']"
uncle mepawokyew daabi,positive,"['uncle', 'mepawokyew', 'daabi']","['uncle', 'mepawokyew', 'daabi']"
kookoo mmae a na akuafo y ahobrase ade,positive,"['kookoo', 'mmae', 'a', 'na', 'akuafo', 'y', 'ahobrase', 'ade']","['kookoo', 'mmae', 'akuafo', 'ahobrase', 'ade']"
ka ny nku na yate asra,positive,"['ka', 'ny', 'nku', 'na', 'yate', 'asra']","['ny', 'nku', 'yate', 'asra']"
awarebne de fanyinam sugya,positive,"['awarebne', 'de', 'fanyinam', 'sugya']","['awarebne', 'fanyinam', 'sugya']"
medaase paaa,positive,"['medaase', 'paaa']","['medaase', 'paaa']"
funtumfun afu na dnkym afu wn afuru bm nanso wredidi a na wreko,positive,"['funtumfun', 'afu', 'na', 'dnkym', 'afu', 'wn', 'afuru', 'bm', 'nanso', 'wredidi', 'a', 'na', 'wreko']","['funtumfun', 'afu', 'dnkym', 'afu', 'wn', 'afuru', 'bm', 'nanso', 'wredidi', 'wreko']"
osuo ret na woante a ade kyee a fam af no woanhunu,positive,"['osuo', 'ret', 'na', 'woante', 'a', 'ade', 'kyee', 'a', 'fam', 'af', 'no', 'woanhunu']","['osuo', 'ret', 'woante', 'ade', 'kyee', 'fam', 'af', 'woanhunu']"
wode gyimii saa,negative,"['wode', 'gyimii', 'saa']","['wode', 'gyimii', 'saa']"
my no saa ahw,negative,"['my', 'no', 'saa', 'ahw']","['saa', 'ahw']"
dua baako ny kwae,positive,"['dua', 'baako', 'ny', 'kwae']","['dua', 'baako', 'ny', 'kwae']"
bugandahene ssaabasajja kabaka ronald muwenda mutebi ii a di ade w baganda aheman mu too nsa fr asantehene ma ksra…,neutral,"['bugandahene', 'ssaabasajja', 'kabaka', 'ronald', 'muwenda', 'mutebi', 'ii', 'a', 'di', 'ade', 'w', 'baganda', 'aheman', 'mu', 'too', 'nsa', 'fr', 'asantehene', 'ma', 'ksra', '…']","['bugandahene', 'ssaabasajja', 'kabaka', 'ronald', 'muwenda', 'mutebi', 'ii', 'ade', 'w', 'baganda', 'aheman', 'nsa', 'fr', 'asantehene', 'ksra', '…']"
y ampa oooo,positive,"['y', 'ampa', 'oooo']","['ampa', 'oooo']"
koraa twenee anim da h ymm nkyn,positive,"['koraa', 'twenee', 'anim', 'da', 'h', 'ymm', 'nkyn']","['koraa', 'twenee', 'anim', 'h', 'ymm', 'nkyn']"
tanfo bbr,positive,"['tanfo', 'bbr']","['tanfo', 'bbr']"
baabi a obi awuo no obi nna h mma ny yie,neutral,"['baabi', 'a', 'obi', 'awuo', 'no', 'obi', 'nna', 'h', 'mma', 'ny', 'yie']","['baabi', 'obi', 'awuo', 'obi', 'nna', 'h', 'mma', 'ny', 'yie']"
okusie b bn tu gya h a amoakua kfa,positive,"['okusie', 'b', 'bn', 'tu', 'gya', 'h', 'a', 'amoakua', 'kfa']","['okusie', 'b', 'bn', 'tu', 'gya', 'h', 'amoakua', 'kfa']"
nkasa benkmoni medi wakyi di makyi bi wai,positive,"['nkasa', 'benkmoni', 'medi', 'wakyi', 'di', 'makyi', 'bi', 'wai']","['nkasa', 'benkmoni', 'medi', 'wakyi', 'makyi', 'wai']"
saa pp p,neutral,"['saa', 'pp', 'p']","['saa', 'pp', 'p']"
wo papa amm bra a na woyi wo wfa ay,negative,"['wo', 'papa', 'amm', 'bra', 'a', 'na', 'woyi', 'wo', 'wfa', 'ay']","['papa', 'amm', 'bra', 'woyi', 'wfa', 'ay']"
me di wakyi waai menua,positive,"['me', 'di', 'wakyi', 'waai', 'menua']","['wakyi', 'waai', 'menua']"
tan dso,positive,"['tan', 'dso']","['tan', 'dso']"
kt ne aponkyerene se obi mp wagor a wosan wakyi,positive,"['kt', 'ne', 'aponkyerene', 'se', 'obi', 'mp', 'wagor', 'a', 'wosan', 'wakyi']","['kt', 'aponkyerene', 'obi', 'mp', 'wagor', 'wosan', 'wakyi']"
wo anya nwo nti di t,positive,"['wo', 'anya', 'nwo', 'nti', 'di', 't']","['anya', 'nwo', 'nti']"
nsateaa baako nkukuru ade,positive,"['nsateaa', 'baako', 'nkukuru', 'ade']","['nsateaa', 'baako', 'nkukuru', 'ade']"
“ wop asm a na wonya asm”,positive,"['“', 'wop', 'asm', 'a', 'na', 'wonya', 'asm', '”']","['“', 'wop', 'asm', 'wonya', 'asm', '”']"
hmm sukuu papa “ me k ahotenii louis snr high na wok sukuu bn”,positive,"['hmm', 'sukuu', 'papa', '“', 'me', 'k', 'ahotenii', 'louis', 'snr', 'high', 'na', 'wok', 'sukuu', 'bn', '”']","['hmm', 'sukuu', 'papa', '“', 'k', 'ahotenii', 'louis', 'snr', 'high', 'wok', 'sukuu', 'bn', '”']"
akkono de btbt na twe ab,positive,"['akkono', 'de', 'btbt', 'na', 'twe', 'ab']","['akkono', 'btbt', 'twe', 'ab']"
t da bi a see ne kterma ko,positive,"['t', 'da', 'bi', 'a', 'see', 'ne', 'kterma', 'ko']","['see', 'kterma', 'ko']"
de wawe akkono se bwe kyiremirekuku a ynnye no akyinnye,positive,"['de', 'wawe', 'akkono', 'se', 'bwe', 'kyiremirekuku', 'a', 'ynnye', 'no', 'akyinnye']","['wawe', 'akkono', 'bwe', 'kyiremirekuku', 'ynnye', 'akyinnye']"
ogya a bdre no ne wisie nko,positive,"['ogya', 'a', 'bdre', 'no', 'ne', 'wisie', 'nko']","['ogya', 'bdre', 'wisie', 'nko']"
panin y w ha o ykeka nnema bi asi ani ansa,positive,"['panin', 'y', 'w', 'ha', 'o', 'ykeka', 'nnema', 'bi', 'asi', 'ani', 'ansa']","['panin', 'w', 'ha', 'ykeka', 'nnema', 'asi', 'ani', 'ansa']"
“kwame bo no reka akyer d menyae mmoasm no ka na ynka awaresm” s,neutral,"['“', 'kwame', 'bo', 'no', 'reka', 'akyer', 'd', 'menyae', 'mmoasm', 'no', 'ka', 'na', 'ynka', 'awaresm', '”', 's']","['“', 'kwame', 'bo', 'reka', 'akyer', 'menyae', 'mmoasm', 'ynka', 'awaresm', '”']"
obi aknde ne dompo nsono,positive,"['obi', 'aknde', 'ne', 'dompo', 'nsono']","['obi', 'aknde', 'dompo', 'nsono']"
saa,neutral,['saa'],['saa']
“ onipa animuonyam te s kosua s woans mu yie na firi hwe a na ab”,positive,"['“', 'onipa', 'animuonyam', 'te', 's', 'kosua', 's', 'woans', 'mu', 'yie', 'na', 'firi', 'hwe', 'a', 'na', 'ab', '”']","['“', 'onipa', 'animuonyam', 'te', 'kosua', 'woans', 'yie', 'firi', 'hwe', 'ab', '”']"
kmfo bne kyer mmusuo a yde nakok na yie,positive,"['kmfo', 'bne', 'kyer', 'mmusuo', 'a', 'yde', 'nakok', 'na', 'yie']","['kmfo', 'bne', 'kyer', 'mmusuo', 'yde', 'nakok', 'yie']"
ooooh mate ase,positive,"['ooooh', 'mate', 'ase']","['ooooh', 'mate', 'ase']"
wohunu akyekyede a wose wada nanso ebia na reb mpae,positive,"['wohunu', 'akyekyede', 'a', 'wose', 'wada', 'nanso', 'ebia', 'na', 'reb', 'mpae']","['wohunu', 'akyekyede', 'wose', 'wada', 'nanso', 'ebia', 'reb', 'mpae']"
ampa na enti paa s c w twi nsmfua mu “ ena sankofa yenchi”,positive,"['ampa', 'na', 'enti', 'paa', 's', 'c', 'w', 'twi', 'nsmfua', 'mu', '“', 'ena', 'sankofa', 'yenchi', '”']","['ampa', 'enti', 'paa', 'c', 'w', 'twi', 'nsmfua', '“', 'ena', 'sankofa', 'yenchi', '”']"
mo mma yngye yani na adaka mu yshe,positive,"['mo', 'mma', 'yngye', 'yani', 'na', 'adaka', 'mu', 'yshe']","['mma', 'yngye', 'yani', 'adaka', 'yshe']"
wobtwa nkontompo ama yahuro wo de ka nokor na ympene wo,neutral,"['wobtwa', 'nkontompo', 'ama', 'yahuro', 'wo', 'de', 'ka', 'nokor', 'na', 'ympene', 'wo']","['wobtwa', 'nkontompo', 'ama', 'yahuro', 'nokor', 'ympene']"
obi nnim brempn ahyase,positive,"['obi', 'nnim', 'brempn', 'ahyase']","['obi', 'nnim', 'brempn', 'ahyase']"
s wanim bgu ase no de ne fanyinam owuo,positive,"['s', 'wanim', 'bgu', 'ase', 'no', 'de', 'ne', 'fanyinam', 'owuo']","['wanim', 'bgu', 'ase', 'fanyinam', 'owuo']"
wadawuroma di makyi,positive,"['wadawuroma', 'di', 'makyi']","['wadawuroma', 'makyi']"
na akoa wei wagyimi anaa,negative,"['na', 'akoa', 'wei', 'wagyimi', 'anaa']","['akoa', 'wei', 'wagyimi', 'anaa']"
abanoma nsen ba pa,positive,"['abanoma', 'nsen', 'ba', 'pa']","['abanoma', 'nsen', 'pa']"
dorobn se waboro nsa na aketekyewa nso ny dn,positive,"['dorobn', 'se', 'waboro', 'nsa', 'na', 'aketekyewa', 'nso', 'ny', 'dn']","['dorobn', 'waboro', 'nsa', 'aketekyewa', 'ny', 'dn']"
bankye ampesi,neutral,"['bankye', 'ampesi']","['bankye', 'ampesi']"
kutr nk we ne mko mma aponkyernii ntiho nfifire akosua mm mmusuo mma akua mfa,positive,"['kutr', 'nk', 'we', 'ne', 'mko', 'mma', 'aponkyernii', 'ntiho', 'nfifire', 'akosua', 'mm', 'mmusuo', 'mma', 'akua', 'mfa']","['kutr', 'nk', 'mko', 'mma', 'aponkyernii', 'ntiho', 'nfifire', 'akosua', 'mm', 'mmusuo', 'mma', 'akua', 'mfa']"
ei saa,neutral,"['ei', 'saa']","['ei', 'saa']"
ahof mete nkwa mu yi de ne awurade ay ama me biara y na wo “ madamfo te sn d”,positive,"['ahof', 'mete', 'nkwa', 'mu', 'yi', 'de', 'ne', 'awurade', 'ay', 'ama', 'me', 'biara', 'y', 'na', 'wo', '“', 'madamfo', 'te', 'sn', 'd', '”']","['ahof', 'mete', 'nkwa', 'yi', 'awurade', 'ay', 'ama', 'biara', '“', 'madamfo', 'te', 'sn', '”']"
obi ntwa poma mma no nsene no tenten,positive,"['obi', 'ntwa', 'poma', 'mma', 'no', 'nsene', 'no', 'tenten']","['obi', 'ntwa', 'poma', 'mma', 'nsene', 'tenten']"
bep w h yi yforo no nkynkyn,positive,"['bep', 'w', 'h', 'yi', 'yforo', 'no', 'nkynkyn']","['bep', 'w', 'h', 'yi', 'yforo', 'nkynkyn']"
yde nam na yi nam,positive,"['yde', 'nam', 'na', 'yi', 'nam']","['yde', 'nam', 'yi', 'nam']"
yy a ananse too nyansa petee wiase mtwer no pepn w tumblr enti di mak,positive,"['yy', 'a', 'ananse', 'too', 'nyansa', 'petee', 'wiase', 'mtwer', 'no', 'pepn', 'w', 'tumblr', 'enti', 'di', 'mak']","['yy', 'ananse', 'nyansa', 'petee', 'wiase', 'mtwer', 'pepn', 'w', 'tumblr', 'enti', 'mak']"
“ nsaateaa nnum no adin,neutral,"['“', 'nsaateaa', 'nnum', 'no', 'adin']","['“', 'nsaateaa', 'nnum', 'adin']"
ei saa,neutral,"['ei', 'saa']","['ei', 'saa']"
mati wai collins medi way di makyi bi wai,positive,"['mati', 'wai', 'collins', 'medi', 'way', 'di', 'makyi', 'bi', 'wai']","['mati', 'wai', 'collins', 'medi', 'way', 'makyi', 'wai']"
ne nyinaa ni kora na y a na woatwa de atim wo atwere mu “ m y dn na mnya twi nkyer wo me iphone so”,positive,"['ne', 'nyinaa', 'ni', 'kora', 'na', 'y', 'a', 'na', 'woatwa', 'de', 'atim', 'wo', 'atwere', 'mu', '“', 'm', 'y', 'dn', 'na', 'mnya', 'twi', 'nkyer', 'wo', 'me', 'iphone', 'so', '”']","['nyinaa', 'kora', 'woatwa', 'atim', 'atwere', '“', 'dn', 'mnya', 'twi', 'nkyer', 'iphone', '”']"
akwaaba medaase,positive,"['akwaaba', 'medaase']","['akwaaba', 'medaase']"
asuo awe ama adwene ho aka,positive,"['asuo', 'awe', 'ama', 'adwene', 'ho', 'aka']","['asuo', 'awe', 'ama', 'adwene', 'aka']"
nti wei nka by wo adi nanso y yi o na yde asi nanan mu,neutral,"['nti', 'wei', 'nka', 'by', 'wo', 'adi', 'nanso', 'y', 'yi', 'o', 'na', 'yde', 'asi', 'nanan', 'mu']","['nti', 'wei', 'nka', 'adi', 'nanso', 'yi', 'yde', 'asi', 'nanan']"
osuo t gyae a yns nsuo,neutral,"['osuo', 't', 'gyae', 'a', 'yns', 'nsuo']","['osuo', 'gyae', 'yns', 'nsuo']"
afei de wodi makyi mo,positive,"['afei', 'de', 'wodi', 'makyi', 'mo']","['afei', 'wodi', 'makyi']"
y paa,positive,"['y', 'paa']",['paa']
wote faako a wote wade so,positive,"['wote', 'faako', 'a', 'wote', 'wade', 'so']","['wote', 'faako', 'wote', 'wade']"
nokwar enti na yka asm to sbe no nanso s wona wo abu b yi sesia o cont ss,positive,"['nokwar', 'enti', 'na', 'yka', 'asm', 'to', 'sbe', 'no', 'nanso', 's', 'wona', 'wo', 'abu', 'b', 'yi', 'sesia', 'o', 'cont', 'ss']","['nokwar', 'enti', 'yka', 'asm', 'sbe', 'nanso', 'wona', 'abu', 'b', 'yi', 'sesia', 'cont', 'ss']"
wo din ne wo honam s ampa hw wo jon,negative,"['wo', 'din', 'ne', 'wo', 'honam', 's', 'ampa', 'hw', 'wo', 'jon']","['din', 'honam', 'ampa', 'hw', 'jon']"
“yretete abete no na ne ky ara ne no”,positive,"['“', 'yretete', 'abete', 'no', 'na', 'ne', 'ky', 'ara', 'ne', 'no', '”']","['“', 'yretete', 'abete', 'ky', 'ara', '”']"
gyimie saa na ade aky,negative,"['gyimie', 'saa', 'na', 'ade', 'aky']","['gyimie', 'saa', 'ade', 'aky']"
hye kyer sn,neutral,"['hye', 'kyer', 'sn']","['hye', 'kyer', 'sn']"
ani bere a ns gya anka mani abere k,positive,"['ani', 'bere', 'a', 'ns', 'gya', 'anka', 'mani', 'abere', 'k']","['ani', 'bere', 'ns', 'gya', 'anka', 'mani', 'abere', 'k']"
asaase wura seddklqsh,neutral,"['asaase', 'wura', 'seddklqsh']","['asaase', 'wura', 'seddklqsh']"
asm no na waka no apntm ne anyantm na nam ewiase abrab a yreb yi amirikatuo mfa yn nksi hwee,positive,"['asm', 'no', 'na', 'waka', 'no', 'apntm', 'ne', 'anyantm', 'na', 'nam', 'ewiase', 'abrab', 'a', 'yreb', 'yi', 'amirikatuo', 'mfa', 'yn', 'nksi', 'hwee']","['asm', 'waka', 'apntm', 'anyantm', 'nam', 'ewiase', 'abrab', 'yreb', 'yi', 'amirikatuo', 'mfa', 'yn', 'nksi', 'hwee']"
saa na y “ “ mframa de hoo rep ade a nya”herh charle i dey feel u wate u dey fit mke i laugh saa”,positive,"['saa', 'na', 'y', '“', '“', 'mframa', 'de', 'hoo', 'rep', 'ade', 'a', 'nya', '”', 'herh', 'charle', 'i', 'dey', 'feel', 'u', 'wate', 'u', 'dey', 'fit', 'mke', 'i', 'laugh', 'saa', '”']","['saa', '“', '“', 'mframa', 'hoo', 'rep', 'ade', 'nya', '”', 'herh', 'charle', 'dey', 'feel', 'u', 'wate', 'u', 'dey', 'fit', 'mke', 'laugh', 'saa', '”']"
“tena ase wae”,neutral,"['“', 'tena', 'ase', 'wae', '”']","['“', 'tena', 'ase', 'wae', '”']"
atetekwaa kyiri mama,positive,"['atetekwaa', 'kyiri', 'mama']","['atetekwaa', 'kyiri', 'mama']"
s wo antie y musuo,positive,"['s', 'wo', 'antie', 'y', 'musuo']","['antie', 'musuo']"
saa ppp,neutral,"['saa', 'ppp']","['saa', 'ppp']"
medi wakyi di makyi bi wailol mati,positive,"['medi', 'wakyi', 'di', 'makyi', 'bi', 'wailol', 'mati']","['medi', 'wakyi', 'makyi', 'wailol', 'mati']"
saa na mop tsww,neutral,"['saa', 'na', 'mop', 'tsww']","['saa', 'mop', 'tsww']"
ehiafo nkoaaa nso oo,negative,"['ehiafo', 'nkoaaa', 'nso', 'oo']","['ehiafo', 'nkoaaa', 'oo']"
ny da a wobto bo atwa asuo afram no na mpafe bsi wo,positive,"['ny', 'da', 'a', 'wobto', 'bo', 'atwa', 'asuo', 'afram', 'no', 'na', 'mpafe', 'bsi', 'wo']","['ny', 'wobto', 'bo', 'atwa', 'asuo', 'afram', 'mpafe', 'bsi']"
ny obi biribi ne obi obi biribi ne ne way no yie,negative,"['ny', 'obi', 'biribi', 'ne', 'obi', 'obi', 'biribi', 'ne', 'ne', 'way', 'no', 'yie']","['ny', 'obi', 'biribi', 'obi', 'obi', 'biribi', 'way', 'yie']"
saa,neutral,['saa'],['saa']
borde w h yi wodeto gya mu na s woankusakusa a hye,positive,"['borde', 'w', 'h', 'yi', 'wodeto', 'gya', 'mu', 'na', 's', 'woankusakusa', 'a', 'hye']","['borde', 'w', 'h', 'yi', 'wodeto', 'gya', 'woankusakusa', 'hye']"
baba yara nono anaa,neutral,"['baba', 'yara', 'nono', 'anaa']","['baba', 'yara', 'nono', 'anaa']"
wandi makyi bi o “ ”,positive,"['wandi', 'makyi', 'bi', 'o', '“', '”']","['wandi', 'makyi', '“', '”']"
my papa na mannya any a na adane me amanehunu,positive,"['my', 'papa', 'na', 'mannya', 'any', 'a', 'na', 'adane', 'me', 'amanehunu']","['papa', 'mannya', 'adane', 'amanehunu']"
adn wop beef anaa,neutral,"['adn', 'wop', 'beef', 'anaa']","['adn', 'wop', 'beef', 'anaa']"
da a wobfira ntama pa no wonhyia wase,positive,"['da', 'a', 'wobfira', 'ntama', 'pa', 'no', 'wonhyia', 'wase']","['wobfira', 'ntama', 'pa', 'wonhyia', 'wase']"
wano ate ampa panyintoto aane me nua mano ate nanso obeng ano awo yie me tu ky ma no da biara,positive,"['wano', 'ate', 'ampa', 'panyintoto', 'aane', 'me', 'nua', 'mano', 'ate', 'nanso', 'obeng', 'ano', 'awo', 'yie', 'me', 'tu', 'ky', 'ma', 'no', 'da', 'biara']","['wano', 'ate', 'ampa', 'panyintoto', 'aane', 'nua', 'mano', 'ate', 'nanso', 'obeng', 'ano', 'awo', 'yie', 'tu', 'ky', 'biara']"
saa mmom,negative,"['saa', 'mmom']","['saa', 'mmom']"
s edwie firi wo tirim bhy w’abdwes mu a na ntuu kwan nk akyiri,neutral,"['s', 'edwie', 'firi', 'wo', 'tirim', 'bhy', 'w', '’', 'abdwes', 'mu', 'a', 'na', 'ntuu', 'kwan', 'nk', 'akyiri']","['edwie', 'firi', 'tirim', 'bhy', 'w', '’', 'abdwes', 'ntuu', 'kwan', 'nk', 'akyiri']"
kyer s chelsea foc di,neutral,"['kyer', 's', 'chelsea', 'foc', 'di']","['kyer', 'chelsea', 'foc']"
yde hho na kyekyere kuro,neutral,"['yde', 'hho', 'na', 'kyekyere', 'kuro']","['yde', 'hho', 'kyekyere', 'kuro']"
akkora a wamm ne bra yie na soa ne kntn,positive,"['akkora', 'a', 'wamm', 'ne', 'bra', 'yie', 'na', 'soa', 'ne', 'kntn']","['akkora', 'wamm', 'bra', 'yie', 'soa', 'kntn']"
ba nyansafo ybu no b ynka on asm,positive,"['ba', 'nyansafo', 'ybu', 'no', 'b', 'ynka', 'on', 'asm']","['nyansafo', 'ybu', 'b', 'ynka', 'asm']"
okyena nso biom,negative,"['okyena', 'nso', 'biom']","['okyena', 'biom']"
ampa woto wo bo ase a nkyer s wobka akyire,positive,"['ampa', 'woto', 'wo', 'bo', 'ase', 'a', 'nkyer', 's', 'wobka', 'akyire']","['ampa', 'woto', 'bo', 'ase', 'nkyer', 'wobka', 'akyire']"
medi wakyi di makyi be wailol mate,positive,"['medi', 'wakyi', 'di', 'makyi', 'be', 'wailol', 'mate']","['medi', 'wakyi', 'makyi', 'wailol', 'mate']"
yoo meda wo ase “ medi wakyi di makyi bi wai haha mate menua”,positive,"['yoo', 'meda', 'wo', 'ase', '“', 'medi', 'wakyi', 'di', 'makyi', 'bi', 'wai', 'haha', 'mate', 'menua', '”']","['yoo', 'meda', 'ase', '“', 'medi', 'wakyi', 'makyi', 'wai', 'haha', 'mate', 'menua', '”']"
saa ger nu di chai,negative,"['saa', 'ger', 'nu', 'di', 'chai']","['saa', 'ger', 'nu', 'chai']"
ampa “ agr nso b s aaa saaa”,positive,"['ampa', '“', 'agr', 'nso', 'b', 's', 'aaa', 'saaa', '”']","['ampa', '“', 'agr', 'b', 'aaa', 'saaa', '”']"
ahohene nti na ygya mmwer,positive,"['ahohene', 'nti', 'na', 'ygya', 'mmwer']","['ahohene', 'nti', 'ygya', 'mmwer']"
aduane a mekyiri menkyiri whee adn “ aduane ben na wakyi medi wakyi di makyi bi wai”,positive,"['aduane', 'a', 'mekyiri', 'menkyiri', 'whee', 'adn', '“', 'aduane', 'ben', 'na', 'wakyi', 'medi', 'wakyi', 'di', 'makyi', 'bi', 'wai', '”']","['aduane', 'mekyiri', 'menkyiri', 'whee', 'adn', '“', 'aduane', 'ben', 'wakyi', 'medi', 'wakyi', 'makyi', 'wai', '”']"
waka asem paa,positive,"['waka', 'asem', 'paa']","['waka', 'asem', 'paa']"
nantwie bdua ankyre w ne to na wo a kura wo,neutral,"['nantwie', 'bdua', 'ankyre', 'w', 'ne', 'to', 'na', 'wo', 'a', 'kura', 'wo']","['nantwie', 'bdua', 'ankyre', 'w', 'kura']"
wokyer kwasea duawe a rekda koraa na tua nano,negative,"['wokyer', 'kwasea', 'duawe', 'a', 'rekda', 'koraa', 'na', 'tua', 'nano']","['wokyer', 'kwasea', 'duawe', 'rekda', 'koraa', 'tua', 'nano']"
medaase paa,positive,"['medaase', 'paa']","['medaase', 'paa']"
asamando wonk nsan mma,positive,"['asamando', 'wonk', 'nsan', 'mma']","['asamando', 'wonk', 'nsan', 'mma']"
meke na manka bi de hoo adanse w hen,positive,"['meke', 'na', 'manka', 'bi', 'de', 'hoo', 'adanse', 'w', 'hen']","['meke', 'manka', 'hoo', 'adanse', 'w', 'hen']"
metwer twi pii — mm w twitter so ha na anansesm w tumblr so ne boa ma me twer twi dodo no y nkyea kiibd w…,neutral,"['metwer', 'twi', 'pii', '—', 'mm', 'w', 'twitter', 'so', 'ha', 'na', 'anansesm', 'w', 'tumblr', 'so', 'ne', 'boa', 'ma', 'me', 'twer', 'twi', 'dodo', 'no', 'y', 'nkyea', 'kiibd', 'w', '…']","['metwer', 'twi', 'pii', '—', 'mm', 'w', 'twitter', 'ha', 'anansesm', 'w', 'tumblr', 'boa', 'twer', 'twi', 'dodo', 'nkyea', 'kiibd', 'w', '…']"
me p saa ndwom no paa ooo,positive,"['me', 'p', 'saa', 'ndwom', 'no', 'paa', 'ooo']","['p', 'saa', 'ndwom', 'paa', 'ooo']"
mi daaaassssi,positive,"['mi', 'daaaassssi']","['mi', 'daaaassssi']"
barima bdii d wammdi ayaasekm,positive,"['barima', 'bdii', 'd', 'wammdi', 'ayaasekm']","['barima', 'bdii', 'wammdi', 'ayaasekm']"
ahoshyehye nii bia saa wkhkyd,negative,"['ahoshyehye', 'nii', 'bia', 'saa', 'wkhkyd']","['ahoshyehye', 'nii', 'bia', 'saa', 'wkhkyd']"
ei saa,neutral,"['ei', 'saa']","['ei', 'saa']"
biribiara bk na wote hefa,positive,"['biribiara', 'bk', 'na', 'wote', 'hefa']","['biribiara', 'bk', 'wote', 'hefa']"
bosomfo ka ne nkonimdie na nka ne nkoguo,positive,"['bosomfo', 'ka', 'ne', 'nkonimdie', 'na', 'nka', 'ne', 'nkoguo']","['bosomfo', 'nkonimdie', 'nka', 'nkoguo']"
staff gyimigyimi bn nono,negative,"['staff', 'gyimigyimi', 'bn', 'nono']","['staff', 'gyimigyimi', 'bn', 'nono']"
